URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type,REGISTER_MONTH,REGISTER_DAY,REGISTER_YEAR,LAST_UPDATED_MONTH,LAST_UPDATED_DAY,LAST_UPDATED_YEAR,REGISTER_HOUR,REGISTER_MINUTES,LAST_UPDATED_HOUR,LAST_UPDATED_MINUTES,REGISTER_DAYOFYEAR,REGISTER_DAYOFMONTH,REGISTER_DAYOFWEEK,REGISTER_WEEKDAY,REGISTER_WORKINGDAY,REGISTER_WEEKEND,LAST_UPDATED_DAYOFYEAR,LAST_UPDATED_DAYOFMONTH,LAST_UPDATED_DAYOFWEEK,LAST_UPDATED_WEEKDAY,LAST_UPDATED_WORKINGDAY,LAST_UPDATED_WEEKEND,nginx,apache,microsoft-httpapi,red,hat,unix,openssl,mod_bwlimited,openresty,ubuntu,oracle-iplanet-web-server,cloudflare-nginx,heptu,pepyaka,phusion,passenger,amazon,microsoft-iis,litespeed,cpanel,tsa_c,fedora,debian,centos,php,gse,tengine,sun-one-web-server,communique,amazons3,mod_perl,mod_ssl,ats,dav,cherrypy,khl,mod_fcgid,mod_jk,red-hat,frontpage,mw2114.codfw.wmnet,perl,jetty9.0.z-snapshot,httpdaemon,mediafire,dosarrest,mw2232.codfw.wmnet,sucuri,mw2260.codfw.wmnet,mw2239.codfw.wmnet,dps,rus,mod_auth_passthrough,freebsd,with,suhosin-patch,mod_log_bytes,mod_gzip,ssws,mod_apreq2-20090110,youtubefrontend,squeegit,3_sir,virtuoso,linux,i686-generic-linux-glibc212-64,vdb,apache-coyote,yippee-ki-yay,mw2165.codfw.wmnet,mw2192.codfw.wmnet,proxy,pandeiro,uol,mw2231.codfw.wmnet,mw2109.codfw.wmnet,mw2225.codfw.wmnet,mw2236.codfw.wmnet,mw2101.codfw.wmnet,varnish,resin,mw2164.codfw.wmnet,mw2242.codfw.wmnet,mw2175.codfw.wmnet,mw2107.codfw.wmnet,mw2190.codfw.wmnet,barista,mw2103.codfw.wmnet,ecd,fll,pagely,gateway,mw2097.codfw.wmnet,mw2233.codfw.wmnet,fbs,mw2199.codfw.wmnet,mw2255.codfw.wmnet,mw2228.codfw.wmnet,gunicorn,mw2241.codfw.wmnet,lighttpd,mw2230.codfw.wmnet,akamaighost,mw2240.codfw.wmnet,pws,nxfps,play,mw2185.codfw.wmnet,telling,authtds,scratch,marrakesh,mw2182.codfw.wmnet,squid,openbsd,zope,python,linux2,zserver,openam,agent,mw2104.codfw.wmnet,mw2110.codfw.wmnet,mw2176.codfw.wmnet,mw2187.codfw.wmnet,mw2106.codfw.wmnet,ben-ssl,mod_fastcgi,mod_throttle,chili!soft-asp,aeria,games,entertainment,mw2173.codfw.wmnet,enterprise,mw2198.codfw.wmnet,mw2172.codfw.wmnet,cowboy,mw2113.codfw.wmnet,mw2224.codfw.wmnet,mw2171.codfw.wmnet,mw2257.codfw.wmnet,mw2226.codfw.wmnet,dms,application-server,mw2177.codfw.wmnet,mw2197.codfw.wmnet,mw2178.codfw.wmnet,mod_python,www.lexisnexis.com,9999,mw2238.codfw.wmnet,pizza,mi,roxen,mw2180.codfw.wmnet,ebay,boston.com,frontend,ideawebserver,litigation_essentials.lexisnexis.com
55,12,UTF-8,,BS,NEW PROVIDENCE,21,3,13,1458,21,4,244,1458,21,0.0,0,10.0,25.0,2005.0,10.0,20.0,2016.0,0.0,0.0,0.0,0.0,298.0,31.0,1.0,1.0,1,0,294.0,31.0,3.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,9,UTF-8,,US,FLORIDA,8,3,3,696,8,5,306,696,8,0.0,0,12.0,29.0,1999.0,4.0,14.0,2017.0,0.0,0.0,0.0,0.0,363.0,31.0,2.0,2.0,1,0,104.0,30.0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,10,UTF-8,13898.0,US,DELAWARE,31,3,5,3590,35,40,35749,3886,35,4.0,0,9.0,1.0,1995.0,3.0,1.0,2017.0,4.0,0.0,19.0,31.0,244.0,30.0,4.0,4.0,1,0,60.0,31.0,2.0,2.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,10,UTF-8,44324.0,CA,ONTARIO,4,3,2,432,4,4,244,432,4,0.0,0,12.0,9.0,2003.0,10.0,22.0,2016.0,0.0,0.0,0.0,0.0,343.0,31.0,1.0,1.0,1,0,296.0,31.0,5.0,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,12,UTF-8,,US,CALIFORNIA,13,4,7,1074,13,5,306,1074,13,0.0,0,1.0,13.0,2001.0,12.0,12.0,2015.0,0.0,12.0,10.0,16.0,13.0,31.0,5.0,5.0,0,1,346.0,31.0,5.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,10,UTF-8,,US,CALIFORNIA,11,5,7,882,11,10,628,882,11,0.0,0,3.0,16.0,2003.0,3.0,29.0,2016.0,8.0,22.0,17.0,55.0,75.0,31.0,6.0,6.0,0,1,89.0,31.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,12,UTF-8,,US,NEVADA,36,27,7,4405,42,47,46271,4833,42,6.0,0,11.0,1.0,1994.0,4.0,30.0,2014.0,0.0,0.0,0.0,0.0,305.0,30.0,1.0,1.0,1,0,120.0,30.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,10,UTF-8,,US,CALIFORNIA,46,38,3,5666,54,67,69645,6250,54,8.0,0,11.0,22.0,2003.0,5.0,1.0,2014.0,0.0,0.0,0.0,0.0,326.0,30.0,5.0,5.0,0,1,121.0,31.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,10,UTF-8,,US,CALIFORNIA,27,18,4,3101,31,30,13795,3405,31,4.0,0,1.0,13.0,2001.0,12.0,12.0,2015.0,0.0,12.0,10.0,16.0,13.0,31.0,5.0,5.0,0,1,346.0,31.0,5.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,9,ISO-8859-1,,US,CALIFORNIA,56,52,4,7621,66,74,58567,8357,66,10.0,0,3.0,29.0,1997.0,11.0,29.0,2016.0,0.0,0.0,0.0,0.0,88.0,31.0,5.0,5.0,0,1,334.0,30.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,9,ISO-8859-1,,US,CALIFORNIA,42,30,9,4861,48,44,43523,5301,48,6.0,0,3.0,29.0,1997.0,11.0,29.0,2016.0,0.0,0.0,0.0,0.0,88.0,31.0,5.0,5.0,0,1,334.0,30.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,9,ISO-8859-1,,US,CALIFORNIA,33,29,1,5665,43,36,19433,6401,43,10.0,0,3.0,29.0,1997.0,11.0,29.0,2016.0,0.0,0.0,0.0,0.0,88.0,31.0,5.0,5.0,0,1,334.0,30.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,11,UTF-8,,US,NEVADA,48,39,11,5137,55,61,67877,5597,55,6.0,0,11.0,1.0,1994.0,4.0,30.0,2014.0,0.0,0.0,0.0,0.0,305.0,30.0,1.0,1.0,1,0,120.0,30.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,10,UTF-8,20474.0,US,WISCONSIN,0,0,0,0,0,0,0,0,0,0.0,0,12.0,2.0,1998.0,12.0,1.0,2016.0,0.0,0.0,0.0,0.0,336.0,31.0,2.0,2.0,1,0,336.0,31.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,12,ISO-8859-1,1819.0,US,CALIFORNIA,0,0,0,0,0,0,0,0,0,0.0,0,11.0,2.0,2002.0,2.0,2.0,2017.0,0.0,0.0,0.0,0.0,306.0,30.0,5.0,5.0,0,1,33.0,28.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,10,UTF-8,40179.0,US,CALIFORNIA,0,0,0,0,0,0,0,0,0,0.0,0,3.0,16.0,2003.0,3.0,29.0,2016.0,8.0,22.0,17.0,55.0,75.0,31.0,6.0,6.0,0,1,89.0,31.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,11,US-ASCII,324.0,AU,,0,0,0,0,0,0,0,0,0,0.0,0,7.0,22.0,2008.0,7.0,22.0,2016.0,0.0,0.0,0.0,0.0,204.0,31.0,1.0,1.0,1,0,204.0,31.0,4.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,11,ISO-8859-1,,PK,PUNJAB,7,0,2,752,9,9,1197,916,9,2.0,1,9.0,27.0,2013.0,9.0,29.0,2016.0,0.0,0.0,0.0,0.0,270.0,30.0,4.0,4.0,1,0,273.0,30.0,3.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,8,ISO-8859-1,257.0,US,CALIFORNIA,0,0,0,0,0,2,124,0,0,0.0,0,11.0,5.0,1999.0,8.0,11.0,2016.0,0.0,0.0,0.0,0.0,309.0,30.0,4.0,4.0,1,0,224.0,31.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,12,ISO-8859-1,25471.0,,,0,0,0,0,0,0,0,0,0,0.0,0,,,,3.0,17.0,2017.0,,,0.0,0.0,,,,,0,0,76.0,31.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,11,UTF-8,7215.0,US,CALIFORNIA,0,0,0,0,0,0,0,0,0,0.0,0,8.0,13.0,2002.0,3.0,14.0,2017.0,0.0,0.0,0.0,0.0,225.0,31.0,1.0,1.0,1,0,73.0,31.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,11,NONE,0.0,US,NEW YORK,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1.0,1998.0,10.0,15.0,2016.0,0.0,0.0,0.0,0.0,244.0,30.0,1.0,1.0,1,0,289.0,31.0,5.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,12,ISO-8859-1,1819.0,US,CALIFORNIA,0,0,0,0,0,0,0,0,0,0.0,0,11.0,2.0,2002.0,2.0,2.0,2017.0,0.0,0.0,0.0,0.0,306.0,30.0,5.0,5.0,0,1,33.0,28.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,9,UTF-8,965.0,CA,QUEBEC,0,0,0,0,0,0,0,0,0,0.0,0,12.0,8.0,1997.0,10.0,18.0,2015.0,0.0,0.0,0.0,0.0,342.0,31.0,0.0,0.0,1,0,291.0,31.0,6.0,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,10,ISO-8859-1,,US,CALIFORNIA,0,0,0,0,0,0,0,0,0,0.0,0,3.0,29.0,1997.0,11.0,29.0,2016.0,0.0,0.0,0.0,0.0,88.0,31.0,5.0,5.0,0,1,334.0,30.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,12,UTF-8,3042.0,US,CALIFORNIA,0,0,0,0,0,0,0,0,0,0.0,0,10.0,20.0,1998.0,12.0,4.0,2013.0,0.0,0.0,0.0,0.0,293.0,31.0,1.0,1.0,1,0,338.0,31.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,10,US-ASCII,324.0,US,COLORADO,0,0,0,0,0,0,0,0,0,0.0,0,12.0,16.0,1993.0,9.0,9.0,2015.0,5.0,0.0,20.0,47.0,350.0,31.0,3.0,3.0,1,0,252.0,30.0,2.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
